epoch,accuracy,loss
0,0.03889999911189079,4.424849510192871
1,0.12104000151157379,3.825822591781616
2,0.18038000166416168,3.472561836242676
3,0.21916000545024872,3.260627269744873
4,0.24765999615192413,3.1012625694274902
5,0.27414000034332275,2.9576921463012695
6,0.29767999053001404,2.824917793273926
7,0.32203999161720276,2.7048089504241943
8,0.3438799977302551,2.593914270401001
9,0.3647800087928772,2.491895914077759
10,0.382099986076355,2.400479793548584
11,0.40244001150131226,2.3087210655212402
12,0.4198800027370453,2.224412202835083
13,0.4381200075149536,2.1454977989196777
14,0.45532000064849854,2.0708134174346924
15,0.47227999567985535,1.9917505979537964
16,0.49066001176834106,1.9195445775985718
17,0.5053200125694275,1.848841905593872
18,0.5212399959564209,1.7768659591674805
19,0.5376999974250793,1.706294059753418
20,0.5554199814796448,1.6358524560928345
21,0.5712800025939941,1.5671966075897217
22,0.5881400108337402,1.492751121520996
23,0.6055799722671509,1.4270561933517456
24,0.6219800114631653,1.3517976999282837
25,0.639739990234375,1.27699613571167
26,0.6604999899864197,1.2052946090698242
27,0.6751000285148621,1.1422771215438843
28,0.6937999725341797,1.0680419206619263
29,0.7139000296592712,0.9964361190795898
30,0.7314000129699707,0.9270184636116028
31,0.7490000128746033,0.8593416213989258
32,0.766700029373169,0.7947883605957031
33,0.7848600149154663,0.7308398485183716
34,0.8012999892234802,0.6723454594612122
35,0.8156999945640564,0.6180561184883118
36,0.8339400291442871,0.5575475692749023
37,0.8461599946022034,0.510851263999939
38,0.8623800277709961,0.4601648449897766
39,0.8727800250053406,0.4195886254310608
40,0.881380021572113,0.388683557510376
41,0.8910800218582153,0.3573024272918701
42,0.9036800265312195,0.3168788552284241
43,0.9077600240707397,0.3028123378753662
44,0.9211999773979187,0.2575015425682068
45,0.9300600290298462,0.2297743558883667
46,0.9343600273132324,0.21413356065750122
47,0.9394400119781494,0.19729378819465637
48,0.9420999884605408,0.18812739849090576
49,0.9483199715614319,0.17001810669898987
